,unit,age,sex,geo,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
405,PC,Y_GE15,M,DEA3,6.7,8.0,7.3,5.8,5.4,5.4,5.6,4.8,4.8,4.5,4.3,3.9
406,PC,Y_GE15,M,DEA4,6.9,8.3,7.7,5.6,4.9,5.2,5.2,5.1,4.6,4.4,3.4,3.3
407,PC,Y_GE15,M,DEA5,8.5,9.9,9.3,7.9,7.0,7.3,6.2,6.4,5.5,5.3,4.7,4.4
408,PC,Y_GE15,M,DEB1,5.1,6.8,5.2,4.2,4.1,3.7,4.2,3.3,3.6,3.5,2.9,2.6
409,PC,Y_GE15,M,DEB2,5.0,4.8,4.7,3.9,,3.3,3.5,,,,,
410,PC,Y_GE15,M,DEB3,5.8,6.1,6.2,5.1,4.1,4.5,4.2,4.6,4.4,4.1,4.2,3.7
411,PC,Y_GE15,M,DEC0,7.3,8.4,7.5,6.2,6.2,6.4,6.2,6.6,5.4,5.3,4.1,4.1
412,PC,Y_GE15,M,DED2,12.9,12.5,10.9,9.3,7.5,7.5,7.6,6.9,5.5,4.5,4.3,3.5
413,PC,Y_GE15,M,DED4,11.8,12.1,11.7,8.8,7.7,6.8,6.2,5.6,4.3,3.8,3.9,4.1
414,PC,Y_GE15,M,DED5,15.3,13.6,12.9,11.1,10.0,9.7,9.1,8.6,6.3,5.5,5.1,5.0
415,PC,Y_GE15,M,DEE0,13.7,14.0,11.9,10.7,9.3,8.9,9.2,8.4,7.5,7.5,5.9,5.0
416,PC,Y_GE15,M,DEF0,6.8,7.6,7.4,6.5,5.5,5.3,5.0,4.8,4.4,4.2,3.6,3.3
417,PC,Y_GE15,M,DEG0,9.6,10.7,8.2,7.7,6.8,5.8,5.9,5.8,5.2,4.6,4.1,4.0
418,PC,Y_GE15,M,DK01,3.9,7.2,8.6,8.3,8.3,7.4,7.4,6.7,6.0,6.0,5.2,4.9
419,PC,Y_GE15,M,DK02,3.1,6.5,8.2,7.8,7.2,7.2,6.5,5.6,5.9,5.6,5.2,4.6
420,PC,Y_GE15,M,DK03,3.3,7.1,9.2,8.0,7.8,7.2,6.9,6.0,5.7,6.0,4.7,4.7
421,PC,Y_GE15,M,DK04,3.0,6.8,8.5,7.1,7.3,6.7,5.7,5.3,5.3,4.9,4.5,4.7
422,PC,Y_GE15,M,DK05,2.9,7.8,8.7,8.4,8.1,6.8,6.9,6.2,5.0,5.4,5.1,5.1
423,PC,Y_GE15,M,EE00,5.8,16.7,19.3,13.1,10.9,9.1,7.9,6.2,7.4,6.2,5.4,4.1
424,PC,Y_GE15,M,EL30,5.1,7.3,11.0,16.5,24.6,27.0,25.6,23.3,20.2,18.8,15.7,14.3
425,PC,Y_GE15,M,EL41,,3.1,6.4,13.2,17.3,18.6,18.7,13.5,13.0,18.2,17.4,13.0
426,PC,Y_GE15,M,EL42,5.6,8.8,9.7,12.8,11.9,17.8,19.2,13.8,14.4,13.7,13.6,10.3
427,PC,Y_GE15,M,EL43,3.8,6.6,9.5,13.0,18.4,20.9,20.7,20.5,18.4,14.6,10.2,9.3
428,PC,Y_GE15,M,EL51,4.7,7.7,11.8,17.8,21.2,25.5,21.5,20.0,19.0,15.3,13.7,13.0
429,PC,Y_GE15,M,EL52,5.3,7.1,10.2,15.9,22.9,26.3,25.1,22.6,21.2,18.7,16.7,15.8
430,PC,Y_GE15,M,EL53,7.9,9.4,12.4,18.7,24.7,27.0,22.4,23.9,24.2,22.9,22.5,18.0
431,PC,Y_GE15,M,EL54,5.3,7.6,8.8,13.2,19.2,24.0,24.1,21.1,20.6,21.1,18.5,14.6
432,PC,Y_GE15,M,EL61,5.7,6.6,8.6,12.4,16.5,20.5,20.3,22.1,21.5,16.3,14.5,14.7
433,PC,Y_GE15,M,EL62,5.6,6.2,11.4,10.8,10.7,13.1,16.5,14.2,14.8,18.2,12.7,9.1
434,PC,Y_GE15,M,EL63,6.1,6.1,8.7,14.1,22.3,23.9,24.8,24.2,23.3,19.6,18.6,19.5
435,PC,Y_GE15,M,EL64,5.2,6.7,8.8,14.0,22.5,25.1,24.1,21.2,18.9,16.8,14.3,11.8
436,PC,Y_GE15,M,EL65,3.9,4.2,6.2,11.2,15.0,18.1,19.2,18.1,15.7,13.2,10.8,9.3
437,PC,Y_GE15,M,ES11,7.4,11.7,14.6,16.6,20.8,22.3,21.6,18.7,16.5,15.0,12.4,10.7
438,PC,Y_GE15,M,ES12,6.8,12.6,15.2,18.3,21.9,23.9,20.1,19.6,18.8,13.5,12.4,13.3
439,PC,Y_GE15,M,ES13,5.9,11.5,12.7,16.1,18.1,20.1,20.0,16.5,14.4,13.2,9.2,9.6
440,PC,Y_GE15,M,ES21,5.7,11.1,10.3,11.8,15.5,16.7,16.5,14.9,12.1,10.5,10.1,8.9
441,PC,Y_GE15,M,ES22,5.6,10.0,11.5,12.6,16.7,17.2,15.5,12.7,10.9,7.7,9.1,7.4
442,PC,Y_GE15,M,ES23,6.5,12.6,12.8,16.6,19.1,19.2,15.6,14.1,12.2,9.5,9.1,10.1
443,PC,Y_GE15,M,ES24,6.6,13.4,14.2,16.9,17.7,20.3,18.2,13.3,12.1,9.0,9.3,8.8
444,PC,Y_GE15,M,ES30,7.8,13.9,15.6,16.4,19.1,19.2,17.9,16.8,15.0,12.8,11.6,9.8
445,PC,Y_GE15,M,ES41,6.9,12.1,14.2,15.7,18.0,20.2,19.2,16.0,14.1,12.0,10.4,10.0
446,PC,Y_GE15,M,ES42,9.3,17.2,19.2,20.9,25.8,27.5,26.0,22.5,20.0,16.8,13.6,12.2
447,PC,Y_GE15,M,ES43,11.1,17.5,20.6,23.0,30.9,32.3,27.2,25.7,23.7,22.7,19.4,16.6
448,PC,Y_GE15,M,ES51,9.0,17.2,18.6,19.8,23.2,23.7,20.6,17.8,14.6,12.5,10.9,10.6
449,PC,Y_GE15,M,ES52,10.9,21.0,22.9,23.7,27.4,27.1,25.0,21.9,18.9,16.5,14.0,11.8
450,PC,Y_GE15,M,ES53,9.7,19.2,20.8,22.3,22.4,22.5,21.4,17.3,13.4,12.4,12.0,10.3
451,PC,Y_GE15,M,ES61,15.3,24.1,26.7,28.7,33.4,34.8,32.7,29.1,26.2,22.9,19.8,17.8
452,PC,Y_GE15,M,ES62,11.9,21.6,23.2,25.0,27.8,28.6,24.6,21.7,17.3,15.2,13.4,11.9
453,PC,Y_GE15,M,ES63,12.5,13.2,21.4,22.1,29.3,28.8,28.9,21.6,20.1,17.1,22.9,23.1
454,PC,Y_GE15,M,ES64,15.4,17.7,17.8,19.0,22.7,33.1,23.0,29.6,26.1,20.7,21.6,22.4
455,PC,Y_GE15,M,ES70,16.1,25.6,29.2,29.4,31.9,34.3,31.8,27.9,24.4,21.2,18.9,19.3
456,PC,Y_GE15,M,FI19,5.8,9.6,9.9,8.7,8.6,9.3,9.3,10.2,9.5,9.6,7.1,7.2
457,PC,Y_GE15,M,FI1B,4.9,7.2,6.7,6.3,6.5,7.2,8.2,8.6,7.5,7.6,7.3,6.6
458,PC,Y_GE15,M,FI1C,5.5,8.1,9.6,9.4,8.4,8.9,9.6,10.8,9.3,8.9,7.4,6.4
459,PC,Y_GE15,M,FI1D,8.5,11.2,11.0,10.3,10.4,10.6,10.9,10.7,10.6,9.9,8.1,8.7
460,PC,Y_GE15,M,FI20,,,,,,,,,,,,
461,PC,Y_GE15,M,FR10,7.6,8.7,8.6,8.5,8.5,9.7,10.2,10.6,9.6,8.7,9.1,8.5
462,PC,Y_GE15,M,FRB0,4.8,6.6,7.3,7.9,10.9,11.1,9.3,10.9,9.6,8.7,8.5,7.8
463,PC,Y_GE15,M,FRC1,6.3,8.0,8.7,8.1,8.9,10.3,11.4,8.7,10.8,11.1,9.5,7.5
464,PC,Y_GE15,M,FRC2,4.7,9.1,8.4,7.3,8.9,10.3,10.9,9.8,8.2,7.2,7.0,7.3
465,PC,Y_GE15,M,FRD1,4.8,6.5,8.3,9.3,8.7,9.7,8.1,7.9,8.6,7.8,7.8,9.2
466,PC,Y_GE15,M,FRD2,7.2,9.3,8.9,8.2,11.8,11.7,11.6,11.4,12.1,12.0,10.2,8.5
467,PC,Y_GE15,M,FRE1,10.7,13.3,12.3,11.7,13.6,15.1,14.9,14.4,14.0,14.0,12.8,11.9
468,PC,Y_GE15,M,FRE2,6.6,10.7,11.4,8.5,10.3,11.0,11.5,10.2,11.7,9.7,10.3,8.8
469,PC,Y_GE15,M,FRF1,4.8,8.0,7.3,6.6,9.0,9.1,9.0,9.4,12.0,9.5,8.1,7.8
470,PC,Y_GE15,M,FRF2,6.3,8.8,9.1,10.2,10.9,10.2,11.7,14.5,11.5,9.5,8.3,8.9
471,PC,Y_GE15,M,FRF3,7.5,11.6,9.3,10.0,12.4,12.2,11.8,12.9,12.7,11.6,9.3,7.7
472,PC,Y_GE15,M,FRG0,5.5,6.6,7.6,8.0,7.7,8.5,8.4,9.4,8.7,7.1,7.0,7.1
473,PC,Y_GE15,M,FRH0,4.9,4.5,6.0,7.1,7.9,7.5,7.4,8.4,7.8,7.0,6.6,7.3
474,PC,Y_GE15,M,FRI1,5.9,7.6,7.1,9.0,9.3,9.0,10.1,9.7,10.0,10.3,9.4,9.2
475,PC,Y_GE15,M,FRI2,4.8,5.9,7.8,7.5,6.2,7.2,9.7,9.9,7.3,7.3,6.9,6.3
476,PC,Y_GE15,M,FRI3,6.7,8.0,8.8,8.4,7.6,9.3,10.6,10.6,9.4,7.9,7.8,7.5
477,PC,Y_GE15,M,FRJ1,9.4,13.9,15.5,11.7,15.0,12.7,12.1,13.7,12.4,12.2,11.5,10.2
478,PC,Y_GE15,M,FRJ2,5.4,7.8,7.8,7.6,8.0,9.1,9.2,8.9,8.6,6.7,6.0,6.2
479,PC,Y_GE15,M,FRK1,5.4,7.1,6.6,7.9,9.7,8.1,7.3,9.1,7.1,8.3,7.1,5.3
480,PC,Y_GE15,M,FRK2,5.9,8.2,7.5,7.0,8.0,8.4,9.1,9.2,8.1,7.1,7.3,6.7
481,PC,Y_GE15,M,FRL0,7.9,9.3,9.2,9.1,9.0,10.8,10.6,10.9,10.7,10.7,9.6,9.7
482,PC,Y_GE15,M,FRM0,,,,,,8.9,6.0,8.1,6.8,6.2,,
483,PC,Y_GE15,M,FRY1,18.2,20.3,21.4,19.1,20.5,24.0,22.0,21.3,21.5,20.8,20.6,18.6
484,PC,Y_GE15,M,FRY2,20.2,20.6,19.7,18.9,19.3,22.8,19.0,19.3,17.0,15.0,17.7,17.1
485,PC,Y_GE15,M,FRY3,15.4,15.4,17.7,17.1,18.7,16.7,16.8,17.8,20.5,19.2,17.3,19.8
486,PC,Y_GE15,M,FRY4,22.7,25.6,28.0,27.5,26.8,28.3,26.8,22.5,21.6,22.2,23.4,21.0
487,PC,Y_GE15,M,FRY5,,,,,,14.9,13.1,19.8,24.8,26.4,29.5,25.7
488,PC,Y_GE15,M,HR03,6.5,7.5,9.9,13.3,15.3,15.9,16.8,16.7,14.2,10.1,9.0,5.4
489,PC,Y_GE15,M,HR04,7.3,8.1,11.6,13.8,16.2,18.5,16.3,15.0,11.7,10.9,7.0,6.5
490,PC,Y_GE15,M,HU10,3.9,7.0,9.4,9.3,10.6,,,,,,,
491,PC,Y_GE15,M,HU11,,,,,,8.7,5.0,4.7,4.9,2.7,2.7,2.1
492,PC,Y_GE15,M,HU12,,,,,,10.1,6.8,6.1,2.7,2.3,2.3,2.3
493,PC,Y_GE15,M,HU21,5.6,8.8,9.3,8.8,9.5,8.3,5.5,4.0,2.9,2.0,2.1,1.9
494,PC,Y_GE15,M,HU22,4.0,8.4,9.9,6.9,7.8,7.5,4.2,3.5,2.3,1.9,1.3,1.5
495,PC,Y_GE15,M,HU23,11.0,11.3,13.3,12.4,11.7,9.5,8.5,7.8,6.5,6.2,5.4,5.0
496,PC,Y_GE15,M,HU31,14.1,16.3,17.7,16.7,16.7,12.6,10.5,8.5,6.2,5.4,4.6,4.4
497,PC,Y_GE15,M,HU32,11.9,14.3,14.8,14.8,13.6,13.6,11.3,10.7,9.5,6.8,6.6,6.4
498,PC,Y_GE15,M,HU33,8.5,10.4,10.2,10.9,10.2,10.9,9.2,7.5,5.2,3.7,3.0,3.5
499,PC,Y_GE15,M,IE01,8.1,15.9,17.1,18.4,,,,,,,,
500,PC,Y_GE15,M,IE02,7.4,14.8,17.0,17.4,,,,,,,,
501,PC,Y_GE15,M,IE04,,,,,17.7,13.6,12.2,11.1,9.3,6.7,5.7,4.9
502,PC,Y_GE15,M,IE05,,,,,18.7,15.4,13.5,11.5,9.1,7.4,6.3,5.8
503,PC,Y_GE15,M,IE06,,,,,16.9,14.9,12.3,10.0,8.9,6.9,5.5,4.9
504,PC,Y_GE15,M,IS00,3.2,8.6,8.3,7.8,6.3,5.6,5.0,3.9,2.9,2.8,2.8,3.8
505,PC,Y_GE15,M,ITC1,4.0,6.0,6.9,6.8,8.1,10.1,10.7,10.0,8.8,8.2,7.5,6.3
506,PC,Y_GE15,M,ITC2,,,,5.2,7.2,8.4,9.3,9.5,8.8,7.9,6.8,5.8
507,PC,Y_GE15,M,ITC3,4.0,4.7,5.9,5.8,6.3,8.9,10.2,8.9,8.3,7.8,8.0,7.4
508,PC,Y_GE15,M,ITC4,2.9,4.5,4.8,5.0,6.7,7.5,7.7,7.2,6.4,5.4,5.2,4.7
509,PC,Y_GE15,M,ITF1,5.2,6.5,6.9,7.2,9.4,11.0,11.0,10.7,9.9,9.2,8.0,9.6
510,PC,Y_GE15,M,ITF2,6.9,7.7,7.7,8.9,10.4,15.7,15.1,14.1,12.0,14.8,11.6,10.5
511,PC,Y_GE15,M,ITF3,10.4,11.4,12.3,13.6,17.5,20.1,19.7,17.9,18.5,19.1,18.6,18.4
512,PC,Y_GE15,M,ITF4,9.3,10.8,12.0,11.1,14.1,17.7,19.1,18.4,17.5,16.9,14.4,13.3
513,PC,Y_GE15,M,ITF5,8.7,9.6,11.2,11.2,14.6,15.6,13.9,12.5,12.0,11.5,11.4,9.5
514,PC,Y_GE15,M,ITF6,10.0,9.9,10.7,12.2,18.2,21.4,21.5,22.5,21.2,20.0,19.6,20.2
515,PC,Y_GE15,M,ITG1,11.8,12.3,13.3,12.8,17.2,19.9,21.0,20.7,21.0,20.4,19.8,18.5
516,PC,Y_GE15,M,ITG2,9.8,11.2,13.6,12.8,15.1,17.9,18.4,16.7,16.8,16.9,15.6,14.4
517,PC,Y_GE15,M,ITH1,1.8,2.5,2.3,2.9,3.5,3.8,4.5,3.5,3.4,2.4,2.8,2.6
518,PC,Y_GE15,M,ITH2,2.3,2.7,3.5,3.9,5.5,5.4,6.1,6.4,6.6,5.7,4.2,4.1
519,PC,Y_GE15,M,ITH3,2.3,3.5,4.4,3.9,5.5,6.1,5.7,5.8,5.6,5.1,5.4,4.3
520,PC,Y_GE15,M,ITH4,2.7,4.4,5.0,4.1,5.7,6.5,7.3,6.7,6.0,5.6,5.5,4.7
521,PC,Y_GE15,M,ITH5,2.3,4.1,4.6,4.4,6.3,7.3,7.3,6.6,6.0,5.3,4.7,4.6
522,PC,Y_GE15,M,ITI1,3.3,4.2,4.9,5.3,6.5,7.5,8.6,8.7,8.3,7.8,6.4,5.9
523,PC,Y_GE15,M,ITI2,3.1,4.6,5.1,5.0,8.0,9.4,10.3,9.0,8.8,9.5,7.7,7.2
524,PC,Y_GE15,M,ITI3,3.9,6.1,4.8,5.5,7.8,9.7,8.7,9.0,9.7,9.1,6.7,6.9
525,PC,Y_GE15,M,ITI4,5.9,6.7,8.2,8.0,9.6,11.0,12.0,11.5,10.8,9.9,10.6,9.5
526,PC,Y_GE15,M,LT00,6.0,17.1,21.2,17.9,15.2,,,,,,,
527,PC,Y_GE15,M,LT01,,,,,,11.6,10.7,9.3,6.4,6.1,5.4,5.1
528,PC,Y_GE15,M,LT02,,,,,,13.6,12.8,10.4,10.2,9.5,7.6,7.9
529,PC,Y_GE15,M,LU00,4.3,4.4,3.8,3.8,4.5,5.4,5.9,6.1,6.0,5.5,5.3,5.6
530,PC,Y_GE15,M,LV00,8.4,20.9,22.7,18.6,16.2,12.6,11.8,11.1,10.9,9.8,8.4,7.2
531,PC,Y_GE15,M,ME00,,,,19.3,19.8,20.0,17.8,17.7,18.2,15.4,15.2,14.7
532,PC,Y_GE15,M,MK00,33.5,31.8,31.9,31.8,31.5,29.0,27.6,26.7,24.4,22.7,21.3,16.5
533,PC,Y_GE15,M,MT00,5.6,6.5,6.7,6.0,5.6,6.1,6.1,5.4,4.4,3.8,3.8,3.3
534,PC,Y_GE15,M,NL11,4.6,6.1,5.5,6.6,6.1,8.3,9.3,10.1,8.6,7.1,5.6,5.6
535,PC,Y_GE15,M,NL12,3.3,3.7,4.7,4.5,6.6,8.0,8.1,8.2,7.0,4.9,4.3,3.7
536,PC,Y_GE15,M,NL13,3.8,4.6,4.5,4.4,5.4,7.0,7.2,7.5,5.4,4.3,4.0,2.7
537,PC,Y_GE15,M,NL21,2.7,3.5,4.4,4.3,5.3,7.3,7.4,6.7,5.4,4.6,3.4,2.9
538,PC,Y_GE15,M,NL22,2.9,3.2,4.2,4.5,4.7,6.8,6.8,5.8,5.2,4.1,3.2,3.0
539,PC,Y_GE15,M,NL23,3.5,4.0,5.2,4.9,6.8,8.6,9.9,6.7,7.4,5.2,3.8,3.2
540,PC,Y_GE15,M,NL31,2.3,3.3,3.7,3.7,4.5,6.5,6.3,5.9,4.8,3.5,3.2,3.1
541,PC,Y_GE15,M,NL32,2.7,3.6,4.2,4.6,5.2,7.2,6.4,6.0,5.0,4.4,3.9,3.4
542,PC,Y_GE15,M,NL33,3.2,4.3,5.4,5.5,6.7,7.7,7.8,7.1,6.6,5.1,4.3,3.9
543,PC,Y_GE15,M,NL34,2.4,2.2,2.4,2.5,2.8,5.1,6.1,5.4,3.2,2.7,2.1,2.3
544,PC,Y_GE15,M,NL41,2.4,3.5,4.1,4.0,5.0,6.6,6.6,6.0,4.7,3.9,3.3,3.2
545,PC,Y_GE15,M,NL42,4.1,5.7,5.1,4.1,5.4,7.4,7.1,6.2,5.1,4.3,3.2,3.3
546,PC,Y_GE15,M,NO01,3.2,4.2,4.6,3.9,3.9,3.9,4.0,4.7,5.1,5.2,4.3,4.0
547,PC,Y_GE15,M,NO02,2.4,2.7,4.3,3.3,3.7,3.1,3.3,4.9,5.5,,,
548,PC,Y_GE15,M,NO03,2.9,4.2,4.0,3.7,3.8,4.3,4.5,4.7,5.5,5.0,4.1,4.2
549,PC,Y_GE15,M,NO04,1.9,2.6,3.2,2.2,2.6,3.4,3.4,5.0,6.3,5.7,4.7,4.1
550,PC,Y_GE15,M,NO05,2.2,2.5,3.8,3.1,3.2,3.2,3.0,4.1,5.9,4.9,4.2,4.1
551,PC,Y_GE15,M,NO06,3.0,4.1,3.8,3.5,4.0,2.7,4.0,3.8,4.2,,,
552,PC,Y_GE15,M,NO07,3.5,4.1,4.2,4.2,4.0,3.4,3.1,4.4,4.1,,,
553,PC,Y_GE15,M,PL21,5.3,7.6,8.5,8.6,9.3,10.3,8.6,6.9,4.9,4.8,2.9,2.6
554,PC,Y_GE15,M,PL22,5.8,5.9,8.0,7.8,8.4,8.6,7.9,7.0,5.3,3.9,3.5,2.0
555,PC,Y_GE15,M,PL41,4.6,5.9,7.7,7.2,6.7,6.8,6.4,5.1,4.4,3.1,2.1,2.2
556,PC,Y_GE15,M,PL42,9.0,10.0,13.1,11.9,11.2,10.6,8.8,7.4,6.6,4.9,3.6,2.8
557,PC,Y_GE15,M,PL43,5.9,9.9,10.4,9.2,8.3,8.9,7.6,6.3,4.4,3.8,3.4,2.1
558,PC,Y_GE15,M,PL51,8.2,9.9,11.3,10.8,10.7,10.5,8.9,6.8,5.3,4.0,3.1,3.2
559,PC,Y_GE15,M,PL52,5.9,9.3,9.0,8.5,8.6,8.5,6.9,5.9,4.7,3.8,2.6,2.9
560,PC,Y_GE15,M,PL61,8.3,10.2,9.6,9.4,10.3,11.0,9.2,7.2,7.1,5.6,3.9,3.2
561,PC,Y_GE15,M,PL62,6.0,7.3,8.9,8.1,10.0,10.7,9.6,8.7,8.8,6.7,5.7,2.6
562,PC,Y_GE15,M,PL63,4.5,6.2,9.2,7.9,8.7,10.0,8.7,6.9,5.4,4.1,2.9,2.3
563,PC,Y_GE15,M,PL71,6.0,7.1,9.0,8.9,10.8,10.6,8.5,7.7,5.6,4.8,4.3,3.7
564,PC,Y_GE15,M,PL72,8.8,11.5,12.1,12.2,12.7,12.7,12.0,10.2,8.9,7.2,6.1,4.5
565,PC,Y_GE15,M,PL81,8.9,10.0,10.2,10.4,10.6,10.1,9.3,9.2,8.4,7.5,6.2,5.3
566,PC,Y_GE15,M,PL82,7.5,9.3,11.2,11.4,12.7,14.3,13.6,11.0,9.7,7.8,6.2,4.4
567,PC,Y_GE15,M,PL84,6.3,7.0,10.8,9.0,8.8,9.8,8.8,7.1,6.7,4.2,2.8,2.9
568,PC,Y_GE15,M,PL91,,,,,,5.9,5.5,4.9,3.5,3.7,2.8,2.4
569,PC,Y_GE15,M,PL92,,,,,,9.9,8.1,8.5,8.5,6.1,6.0,4.2
570,PC,Y_GE15,M,PT11,7.4,9.8,10.7,11.8,15.3,16.4,13.7,13.1,11.6,8.9,6.8,5.9
571,PC,Y_GE15,M,PT15,5.4,9.4,13.2,15.9,18.3,17.9,14.9,13.4,10.0,8.5,6.7,7.1
572,PC,Y_GE15,M,PT16,3.9,6.5,6.7,9.2,10.8,11.1,10.3,8.7,7.8,6.5,5.0,4.3
573,PC,Y_GE15,M,PT17,8.1,9.7,11.2,15.3,19.3,19.0,15.1,13.1,12.6,9.2,7.0,6.3
574,PC,Y_GE15,M,PT18,6.6,9.4,9.6,11.5,15.3,15.7,14.2,12.3,11.2,7.9,7.0,6.6
575,PC,Y_GE15,M,PT20,,,6.6,11.7,16.3,19.5,16.2,14.4,12.2,9.6,8.2,7.4
576,PC,Y_GE15,M,PT30,,8.8,8.5,15.1,19.5,19.4,16.0,15.5,13.9,10.3,9.3,6.8
577,PC,Y_GE15,M,RO11,4.7,6.0,6.9,5.3,4.7,4.0,3.7,4.8,4.8,3.9,3.0,3.2
578,PC,Y_GE15,M,RO12,9.7,12.1,10.8,11.3,9.8,10.0,9.1,7.7,5.9,4.9,5.0,6.4
579,PC,Y_GE15,M,RO21,5.4,6.9,5.9,5.0,4.9,4.9,4.9,3.9,3.2,3.3,2.4,2.0
580,PC,Y_GE15,M,RO22,8.0,8.0,8.7,10.2,10.0,10.4,11.0,9.6,8.5,7.4,6.5,6.4
581,PC,Y_GE15,M,RO31,7.0,8.1,8.0,10.2,9.8,10.0,9.6,11.0,8.9,7.2,5.5,4.6
582,PC,Y_GE15,M,RO32,4.1,4.3,5.1,5.8,7.0,8.8,7.4,6.2,5.6,5.3,4.2,3.2
583,PC,Y_GE15,M,RO41,8.0,8.5,9.2,8.3,7.8,8.7,7.9,12.5,11.7,8.3,7.7,6.3
584,PC,Y_GE15,M,RO42,6.6,7.3,6.4,6.1,4.9,5.0,5.3,5.6,5.8,5.6,5.0,4.1
585,PC,Y_GE15,M,RS11,,,,,,17.7,17.1,18.3,15.9,13.6,10.2,7.3
586,PC,Y_GE15,M,RS12,,,,,,22.9,20.3,16.7,14.6,11.6,9.8,8.7
587,PC,Y_GE15,M,RS21,,,,,,20.1,16.1,15.5,13.6,12.5,12.7,11.0
588,PC,Y_GE15,M,RS22,,,,,,22.4,20.1,17.1,14.6,14.1,15.6,12.5
589,PC,Y_GE15,M,SE11,5.1,7.0,6.9,6.4,6.8,6.8,7.1,6.8,6.3,6.1,5.9,6.3
590,PC,Y_GE15,M,SE12,6.1,9.2,9.5,8.2,8.7,8.9,8.4,8.1,7.9,7.8,6.9,7.2
591,PC,Y_GE15,M,SE21,4.7,9.0,8.1,6.9,7.3,7.2,7.0,6.1,6.2,5.5,5.1,5.3
592,PC,Y_GE15,M,SE22,6.6,8.7,8.9,9.3,9.5,10.2,10.8,9.8,9.5,9.4,9.3,8.8
593,PC,Y_GE15,M,SE23,6.2,8.9,9.1,7.5,8.2,8.1,7.7,6.6,7.1,6.2,5.8,5.8
594,PC,Y_GE15,M,SE31,5.9,9.7,9.1,9.0,8.8,8.6,8.9,8.6,8.2,7.3,6.7,7.4
595,PC,Y_GE15,M,SE32,7.3,10.2,10.6,9.5,9.7,7.9,7.5,7.0,7.0,6.6,5.4,7.9
596,PC,Y_GE15,M,SE33,7.3,9.7,10.6,9.0,8.5,8.2,8.2,7.8,6.5,6.8,5.2,5.5
597,PC,Y_GE15,M,SI01,4.4,6.2,,,,,,,,,,
598,PC,Y_GE15,M,SI02,3.5,5.5,,,,,,,,,,
599,PC,Y_GE15,M,SI03,,,7.6,8.8,9.3,10.4,9.8,9.0,7.7,5.5,5.0,4.1
600,PC,Y_GE15,M,SI04,,,7.2,7.4,7.3,8.2,7.9,7.0,7.2,6.1,4.1,3.9
601,PC,Y_GE15,M,SK01,3.4,5.4,7.1,6.6,5.6,6.2,5.6,5.3,3.6,4.8,3.7,2.5
602,PC,Y_GE15,M,SK02,4.7,8.7,11.7,9.7,10.0,10.5,10.4,8.3,6.8,4.9,3.9,3.9
603,PC,Y_GE15,M,SK03,12.3,14.0,16.3,16.3,16.7,17.4,15.8,11.9,10.7,9.3,7.4,6.1
604,PC,Y_GE15,M,SK04,11.6,15.0,18.6,18.8,18.2,18.3,16.0,13.5,11.7,11.6,8.7,8.5
605,PC,Y_GE15,M,TR10,9.4,14.9,12.5,10.0,9.6,9.2,10.3,11.0,11.7,11.5,10.9,12.9
