,unit,age,sex,geo,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
807,PC,Y_GE15,T,FRF1,5.9,8.2,8.1,7.4,8.5,9.7,10.1,9.1,10.8,9.0,8.0,7.2
808,PC,Y_GE15,T,FRF2,7.5,9.2,9.2,10.3,10.7,10.5,11.4,13.0,11.3,9.6,8.8,9.1
809,PC,Y_GE15,T,FRF3,8.1,11.2,9.4,10.1,11.7,12.1,11.8,12.2,11.7,11.0,9.8,8.1
810,PC,Y_GE15,T,FRG0,6.1,7.6,8.5,8.5,8.4,8.8,8.6,9.1,8.9,7.1,7.8,7.5
811,PC,Y_GE15,T,FRH0,5.2,5.6,6.8,7.1,8.0,8.0,7.4,7.8,8.6,7.3,6.8,6.9
812,PC,Y_GE15,T,FRI1,7.1,8.3,8.1,9.0,9.4,8.9,9.1,9.7,10.0,10.1,9.3,9.1
813,PC,Y_GE15,T,FRI2,5.4,6.2,7.0,7.5,6.7,6.9,9.3,8.9,7.1,6.3,7.0,7.0
814,PC,Y_GE15,T,FRI3,7.0,8.4,7.7,8.1,8.3,9.9,10.9,9.8,9.0,9.1,8.7,8.1
815,PC,Y_GE15,T,FRJ1,9.4,13.3,13.7,11.9,15.0,12.9,12.3,13.0,11.9,12.3,11.7,10.3
816,PC,Y_GE15,T,FRJ2,6.1,8.7,7.8,8.1,8.3,8.6,9.1,8.6,8.5,7.2,7.7,6.8
817,PC,Y_GE15,T,FRK1,6.4,7.4,7.0,8.4,10.0,8.9,7.3,8.6,7.2,8.4,7.7,5.5
818,PC,Y_GE15,T,FRK2,6.3,8.4,8.1,7.7,8.0,8.4,8.8,9.1,8.1,7.2,7.3,7.0
819,PC,Y_GE15,T,FRL0,7.8,9.2,9.7,9.7,9.6,10.9,10.0,11.0,10.5,10.3,9.3,8.7
820,PC,Y_GE15,T,FRM0,7.9,,6.0,,7.9,12.3,9.8,11.9,8.3,9.8,5.0,6.4
821,PC,Y_GE15,T,FRY1,21.9,23.4,23.8,22.6,23.0,26.2,23.9,23.6,23.3,22.0,22.4,20.5
822,PC,Y_GE15,T,FRY2,22.3,21.8,21.0,20.8,21.0,22.8,19.4,17.9,17.1,17.5,17.2,14.9
823,PC,Y_GE15,T,FRY3,21.4,20.2,21.0,21.0,22.3,21.3,22.2,21.9,22.6,21.3,18.7,19.9
824,PC,Y_GE15,T,FRY4,24.4,27.1,28.9,29.6,28.6,28.9,26.4,23.5,21.8,22.4,23.9,21.3
825,PC,Y_GE15,T,FRY5,,,,,,19.4,20.3,25.3,29.7,29.6,35.1,30.1
826,PC,Y_GE15,T,HR03,8.7,9.6,11.1,13.3,14.8,15.0,17.2,16.8,14.2,10.9,9.4,6.4
827,PC,Y_GE15,T,HR04,8.5,9.0,11.9,13.9,16.5,18.3,17.3,15.9,12.6,11.4,8.0,6.7
828,PC,Y_GE15,T,HU10,4.5,6.5,8.9,9.0,9.5,,,,,,,
829,PC,Y_GE15,T,HU11,,,,,,8.5,6.0,5.1,4.3,2.9,3.1,2.5
830,PC,Y_GE15,T,HU12,,,,,,9.1,6.5,5.7,3.1,2.6,2.2,2.4
831,PC,Y_GE15,T,HU21,5.8,9.2,10.0,9.5,9.9,8.7,5.6,4.4,3.0,2.2,2.2,2.0
832,PC,Y_GE15,T,HU22,5.0,8.7,9.3,7.3,7.5,7.7,4.6,3.8,2.7,2.4,2.0,1.8
833,PC,Y_GE15,T,HU23,10.3,11.2,12.4,12.9,12.1,9.3,7.8,8.1,6.2,6.3,5.6,4.8
834,PC,Y_GE15,T,HU31,13.3,15.3,16.2,16.4,16.1,12.6,10.4,8.7,6.3,5.8,4.7,4.5
835,PC,Y_GE15,T,HU32,12.1,14.1,14.4,14.6,13.9,14.2,11.8,10.9,9.3,7.4,6.6,6.3
836,PC,Y_GE15,T,HU33,8.7,10.6,10.4,10.5,10.3,11.0,9.0,7.9,5.6,4.1,3.3,3.5
837,PC,Y_GE15,T,IE01,7.4,13.4,14.6,16.1,,,,,,,,
838,PC,Y_GE15,T,IE02,6.5,12.3,14.5,15.1,,,,,,,,
839,PC,Y_GE15,T,IE04,,,,,15.7,13.1,11.5,10.0,8.5,6.2,5.6,4.7
840,PC,Y_GE15,T,IE05,,,,,16.6,14.3,12.6,10.6,8.6,7.0,6.1,5.5
841,PC,Y_GE15,T,IE06,,,,,14.6,13.6,11.5,9.4,8.2,6.7,5.6,4.7
842,PC,Y_GE15,T,IS00,2.9,7.2,7.6,7.0,6.0,5.4,4.9,4.0,3.0,2.7,2.7,3.5
843,PC,Y_GE15,T,ITC1,5.1,6.8,7.5,7.6,9.2,10.5,11.3,10.2,9.3,9.1,8.2,7.6
844,PC,Y_GE15,T,ITC2,3.3,4.5,4.5,5.3,7.1,8.3,8.9,8.9,8.7,7.8,7.0,6.5
845,PC,Y_GE15,T,ITC3,5.4,5.8,6.6,6.4,8.1,9.8,10.8,9.2,9.7,9.5,9.9,9.6
846,PC,Y_GE15,T,ITC4,3.7,5.3,5.5,5.7,7.4,8.0,8.2,7.9,7.4,6.4,6.0,5.6
847,PC,Y_GE15,T,ITF1,6.6,8.0,8.7,8.6,10.8,11.3,12.6,12.6,12.1,11.7,10.8,11.2
848,PC,Y_GE15,T,ITF2,9.1,9.0,8.4,9.9,12.0,15.6,15.2,14.3,12.8,14.6,13.0,12.2
849,PC,Y_GE15,T,ITF3,12.5,12.9,13.9,15.4,19.2,21.5,21.7,19.8,20.4,20.9,20.4,20.0
850,PC,Y_GE15,T,ITF4,11.6,12.6,13.5,13.2,15.7,19.7,21.5,19.7,19.4,18.8,16.0,14.9
851,PC,Y_GE15,T,ITF5,11.0,11.2,12.9,11.9,14.5,15.2,14.7,13.7,13.3,12.8,12.5,10.8
852,PC,Y_GE15,T,ITF6,12.0,11.3,11.9,12.7,19.4,22.3,23.4,22.9,23.2,21.6,21.6,21.0
853,PC,Y_GE15,T,ITG1,13.7,13.8,14.6,14.3,18.4,21.0,22.2,21.4,22.1,21.5,21.5,20.0
854,PC,Y_GE15,T,ITG2,12.2,13.2,14.0,13.5,15.4,17.5,18.6,17.4,17.3,17.0,15.4,14.7
855,PC,Y_GE15,T,ITH1,2.3,2.9,2.7,3.3,4.1,4.4,4.4,3.8,3.7,3.1,2.9,2.9
856,PC,Y_GE15,T,ITH2,3.3,3.5,4.2,4.4,6.1,6.5,6.9,6.8,6.8,5.7,4.8,5.0
857,PC,Y_GE15,T,ITH3,3.4,4.7,5.7,4.9,6.4,7.6,7.5,7.1,6.8,6.3,6.4,5.6
858,PC,Y_GE15,T,ITH4,4.3,5.2,5.7,5.2,6.7,7.7,8.0,8.0,7.5,6.7,6.7,6.1
859,PC,Y_GE15,T,ITH5,3.2,4.7,5.6,5.2,7.0,8.4,8.3,7.7,6.9,6.5,5.9,5.5
860,PC,Y_GE15,T,ITI1,5.0,5.8,6.0,6.3,7.8,8.7,10.1,9.2,9.5,8.6,7.3,6.7
861,PC,Y_GE15,T,ITI2,4.8,6.6,6.6,6.4,9.5,10.3,11.3,10.4,9.6,10.5,9.2,8.5
862,PC,Y_GE15,T,ITI3,4.7,6.6,5.7,6.8,9.1,10.9,10.1,9.9,10.6,10.6,8.1,8.6
863,PC,Y_GE15,T,ITI4,7.5,8.4,9.2,8.7,10.6,12.0,12.5,11.8,11.1,10.7,11.1,9.9
864,PC,Y_GE15,T,LT00,5.8,13.8,17.8,15.4,13.4,,,,,,,
865,PC,Y_GE15,T,LT01,,,,,,9.7,8.5,7.6,5.6,4.8,4.6,4.4
866,PC,Y_GE15,T,LT02,,,,,,12.6,11.6,9.8,8.8,8.1,6.9,7.1
867,PC,Y_GE15,T,LU00,5.1,5.1,4.4,4.9,5.1,5.8,5.9,6.7,6.3,5.5,5.6,5.6
868,PC,Y_GE15,T,LV00,7.7,17.5,19.5,16.2,15.0,11.9,10.8,9.9,9.6,8.7,7.4,6.3
869,PC,Y_GE15,T,ME00,,,,19.7,20.0,19.5,18.0,17.5,17.7,16.1,15.2,15.1
870,PC,Y_GE15,T,MK00,33.8,32.2,32.0,31.4,31.0,29.0,28.0,26.1,23.7,22.4,20.7,17.3
871,PC,Y_GE15,T,MT00,6.0,6.9,6.8,6.4,6.2,6.1,5.7,5.4,4.7,4.0,3.7,3.6
872,PC,Y_GE15,T,NL11,5.9,6.8,6.2,6.8,7.0,8.2,8.6,9.1,8.2,7.2,5.5,5.1
873,PC,Y_GE15,T,NL12,3.8,4.4,5.3,5.1,6.4,8.3,7.9,7.9,6.7,5.5,4.7,3.7
874,PC,Y_GE15,T,NL13,4.4,4.7,4.9,5.3,6.4,7.1,7.3,7.5,6.5,5.0,4.1,2.8
875,PC,Y_GE15,T,NL21,3.5,4.0,4.9,4.9,5.6,7.2,7.3,6.9,6.2,5.1,3.7,3.0
876,PC,Y_GE15,T,NL22,3.5,3.8,4.6,4.7,5.3,6.6,6.9,6.3,5.6,4.5,3.3,3.1
877,PC,Y_GE15,T,NL23,4.2,4.5,5.7,5.4,7.3,9.9,11.0,7.9,7.9,5.7,4.5,3.5
878,PC,Y_GE15,T,NL31,2.8,3.9,4.2,4.2,5.2,6.4,6.4,6.4,5.0,4.2,3.4,2.9
879,PC,Y_GE15,T,NL32,3.5,4.1,4.7,5.0,5.4,7.2,6.9,6.2,5.5,4.5,3.8,3.1
880,PC,Y_GE15,T,NL33,3.8,4.8,5.7,5.6,6.9,7.9,8.4,7.8,7.1,5.5,4.3,4.0
881,PC,Y_GE15,T,NL34,2.7,2.5,3.0,3.2,3.5,5.0,5.4,5.3,3.9,2.9,2.7,2.6
882,PC,Y_GE15,T,NL41,3.2,4.0,4.7,4.6,5.3,6.7,7.0,6.5,5.3,4.2,3.4,3.2
883,PC,Y_GE15,T,NL42,4.6,5.6,5.6,4.8,5.4,7.4,7.4,6.3,5.7,4.7,3.4,3.1
884,PC,Y_GE15,T,NO01,2.9,3.6,4.0,3.4,3.2,3.9,3.8,4.7,4.6,4.6,4.2,3.9
885,PC,Y_GE15,T,NO02,2.4,2.5,3.2,2.9,3.0,2.9,2.9,4.5,4.5,2.8,2.9,3.2
886,PC,Y_GE15,T,NO03,2.7,3.4,3.7,3.6,3.5,3.9,4.1,4.5,5.1,4.4,3.7,3.7
887,PC,Y_GE15,T,NO04,1.8,2.2,2.6,2.2,2.7,3.2,3.1,4.6,5.5,5.2,4.4,3.9
888,PC,Y_GE15,T,NO05,2.1,2.4,3.4,3.1,2.9,3.1,3.0,3.9,4.8,4.0,3.8,3.6
889,PC,Y_GE15,T,NO06,3.3,3.7,3.6,3.5,3.3,2.6,3.8,3.7,4.0,2.9,3.1,3.8
890,PC,Y_GE15,T,NO07,2.9,3.7,3.8,3.5,3.3,3.2,3.3,3.4,3.2,3.2,3.2,3.0
891,PC,Y_GE15,T,PL21,6.2,7.9,9.1,9.3,10.4,10.9,9.1,7.1,5.2,4.2,2.9,2.8
892,PC,Y_GE15,T,PL22,6.6,6.7,9.2,9.2,9.4,9.7,8.6,7.2,5.4,3.9,3.4,2.4
893,PC,Y_GE15,T,PL41,6.1,7.5,8.8,8.6,8.5,8.8,7.7,5.8,4.8,3.1,2.2,2.6
894,PC,Y_GE15,T,PL42,9.5,10.4,12.4,11.8,10.9,10.1,8.4,7.5,6.9,4.6,3.8,3.2
895,PC,Y_GE15,T,PL43,6.5,9.6,10.6,9.4,9.0,9.7,8.3,6.4,4.7,3.7,3.0,2.0
896,PC,Y_GE15,T,PL51,9.1,10.1,11.3,10.6,11.1,11.3,9.1,7.0,5.5,4.7,3.3,3.3
897,PC,Y_GE15,T,PL52,6.5,9.9,9.6,9.3,9.5,9.4,7.8,6.5,5.0,4.3,3.2,3.2
898,PC,Y_GE15,T,PL61,9.1,10.4,10.6,11.0,11.9,12.4,10.7,7.9,7.4,5.5,4.3,4.0
899,PC,Y_GE15,T,PL62,7.4,8.5,9.7,9.6,11.0,11.4,9.8,9.5,8.8,7.2,5.6,3.3
900,PC,Y_GE15,T,PL63,5.5,6.4,9.3,8.5,9.5,10.0,8.6,6.6,5.7,4.2,3.0,2.8
901,PC,Y_GE15,T,PL71,6.7,7.6,9.3,9.3,11.1,11.1,8.9,7.7,5.5,4.6,4.3,3.7
902,PC,Y_GE15,T,PL72,8.8,10.8,12.0,12.9,13.1,13.0,11.4,10.1,8.9,7.0,5.8,4.2
903,PC,Y_GE15,T,PL81,8.8,9.7,9.8,10.3,10.5,10.3,9.9,9.3,8.0,7.2,6.3,5.4
904,PC,Y_GE15,T,PL82,8.2,10.1,11.6,12.4,13.2,14.4,14.0,11.6,9.6,8.4,6.5,5.1
905,PC,Y_GE15,T,PL84,6.4,7.1,10.2,9.3,9.2,9.9,9.1,7.0,6.7,4.7,3.2,3.1
906,PC,Y_GE15,T,PL91,,,,,,5.9,5.8,4.9,3.6,3.5,2.4,2.0
907,PC,Y_GE15,T,PL92,,,,,,10.5,8.9,8.3,7.8,6.4,5.7,4.6
908,PC,Y_GE15,T,PT11,8.6,10.9,12.6,13.0,16.0,17.1,14.8,13.7,12.0,9.8,7.3,6.7
909,PC,Y_GE15,T,PT15,7.0,10.4,13.4,15.4,17.6,16.9,14.5,12.5,9.2,7.7,6.4,7.1
910,PC,Y_GE15,T,PT16,5.3,6.8,7.6,10.0,11.7,11.4,10.6,9.2,8.4,6.9,5.6,4.9
911,PC,Y_GE15,T,PT17,8.2,9.8,11.3,14.1,17.6,18.5,14.9,13.1,11.9,9.5,7.4,7.1
912,PC,Y_GE15,T,PT18,8.9,10.5,11.4,12.4,16.0,16.9,14.3,13.3,12.1,8.4,7.2,6.9
913,PC,Y_GE15,T,PT20,5.4,6.7,6.8,11.3,15.1,17.0,16.3,12.8,11.1,9.0,8.6,7.9
914,PC,Y_GE15,T,PT30,5.9,7.5,7.4,13.5,17.2,18.1,15.0,14.7,12.9,10.4,8.8,7.0
915,PC,Y_GE15,T,RO11,3.8,5.6,6.5,5.1,4.6,4.1,3.8,4.6,4.3,3.6,2.9,3.0
916,PC,Y_GE15,T,RO12,8.5,10.7,10.3,10.8,9.5,9.5,9.2,7.4,5.2,4.2,4.2,5.3
917,PC,Y_GE15,T,RO21,4.5,6.0,5.5,4.7,4.2,4.4,4.2,3.6,3.0,2.9,2.4,2.1
918,PC,Y_GE15,T,RO22,7.2,7.5,8.2,9.6,9.4,9.5,10.4,9.0,7.7,6.5,6.1,6.4
919,PC,Y_GE15,T,RO31,6.8,8.0,7.8,10.0,9.5,9.5,9.0,10.3,8.9,6.8,5.5,4.7
920,PC,Y_GE15,T,RO32,3.4,4.0,4.7,5.6,6.5,8.0,7.2,5.3,4.7,4.3,3.6,2.5
921,PC,Y_GE15,T,RO41,6.5,6.8,7.3,6.6,6.1,7.0,6.5,10.1,9.9,7.7,6.4,5.3
922,PC,Y_GE15,T,RO42,5.7,6.0,6.0,5.7,5.1,5.2,4.8,5.4,4.9,4.4,3.6,3.4
923,PC,Y_GE15,T,RS11,,,,,,17.8,17.2,18.7,15.7,13.3,10.9,8.2
924,PC,Y_GE15,T,RS12,,,,,,23.9,19.9,16.6,15.1,12.2,10.5,9.0
925,PC,Y_GE15,T,RS21,,,,,,22.3,18.0,16.8,14.7,13.6,13.8,11.5
926,PC,Y_GE15,T,RS22,,,,,,24.0,22.1,18.8,15.8,15.2,16.2,13.1
927,PC,Y_GE15,T,SE11,5.2,6.8,7.2,6.6,6.8,6.9,7.1,7.0,6.5,6.3,5.6,6.1
928,PC,Y_GE15,T,SE12,6.9,9.3,9.7,8.4,8.6,8.8,8.3,7.9,7.7,7.6,7.2,7.3
929,PC,Y_GE15,T,SE21,5.0,8.1,7.9,7.1,7.4,7.1,6.7,6.0,6.2,5.5,5.7,6.3
930,PC,Y_GE15,T,SE22,7.4,8.7,8.8,9.2,9.4,9.9,10.0,9.5,8.4,8.4,8.6,8.9
931,PC,Y_GE15,T,SE23,6.1,8.6,8.7,7.4,7.7,8.0,7.6,6.6,6.5,6.0,5.6,6.1
932,PC,Y_GE15,T,SE31,6.6,9.4,9.0,8.8,8.6,8.8,8.6,7.9,7.5,6.9,6.4,7.3
933,PC,Y_GE15,T,SE32,7.1,8.9,10.3,8.8,8.4,7.2,7.4,7.1,6.8,6.2,5.5,6.7
934,PC,Y_GE15,T,SE33,6.6,8.9,9.5,8.0,7.7,7.2,7.4,7.2,5.8,5.9,5.4,6.1
935,PC,Y_GE15,T,SI01,5.2,6.8,,,,,,,,,,
936,PC,Y_GE15,T,SI02,3.4,4.8,,,,,,,,,,
937,PC,Y_GE15,T,SI03,,,7.8,9.2,9.9,11.3,11.0,10.3,8.9,6.8,5.4,4.9
938,PC,Y_GE15,T,SI04,,,6.6,7.0,7.6,8.7,8.1,7.5,7.1,6.3,4.7,4.0
939,PC,Y_GE15,T,SK01,3.4,4.6,6.2,5.8,5.7,6.4,6.0,5.7,5.1,4.2,2.9,2.3
940,PC,Y_GE15,T,SK02,6.4,9.9,12.7,10.7,11.3,11.7,11.0,9.7,7.7,5.5,4.3,4.0
941,PC,Y_GE15,T,SK03,13.1,14.6,16.5,15.9,16.2,16.8,15.9,12.8,10.8,9.4,7.5,6.1
942,PC,Y_GE15,T,SK04,13.2,15.9,18.5,18.7,19.0,18.5,16.6,15.0,13.2,12.0,10.1,9.1
943,PC,Y_GE15,T,TR10,10.0,15.9,13.5,11.1,10.7,10.6,11.9,12.8,13.5,13.8,12.4,14.8
944,PC,Y_GE15,T,TR21,9.9,11.6,8.4,8.1,6.2,6.4,7.6,7.3,7.5,8.3,7.5,11.1
945,PC,Y_GE15,T,TR22,6.2,7.1,6.0,4.3,4.5,5.6,5.6,5.3,6.7,5.9,5.7,8.3
946,PC,Y_GE15,T,TR31,10.9,15.4,14.1,13.7,13.3,14.3,13.8,14.9,13.9,14.0,13.7,15.9
947,PC,Y_GE15,T,TR32,9.6,12.8,10.3,7.5,6.6,6.0,7.2,6.8,6.7,7.1,6.9,9.2
948,PC,Y_GE15,T,TR33,7.0,9.6,6.8,4.5,4.1,5.2,3.9,4.1,4.9,6.1,6.8,9.8
949,PC,Y_GE15,T,TR41,9.7,12.6,9.2,6.7,6.4,6.0,6.2,7.7,9.0,9.7,8.9,11.2
950,PC,Y_GE15,T,TR42,9.7,12.8,11.1,10.6,8.9,9.0,9.9,10.1,10.6,10.8,10.1,13.4
951,PC,Y_GE15,T,TR51,10.8,12.2,10.7,8.5,8.3,9.0,11.5,11.1,11.3,11.3,10.1,14.2
952,PC,Y_GE15,T,TR52,9.1,8.8,7.1,5.5,5.0,3.8,5.5,6.5,6.1,5.9,5.8,7.9
953,PC,Y_GE15,T,TR61,8.5,10.1,9.8,8.7,7.3,7.2,8.4,9.4,11.4,11.9,11.4,13.3
954,PC,Y_GE15,T,TR62,14.4,19.9,14.9,9.3,9.1,11.3,10.7,9.8,10.3,10.6,11.2,11.9
955,PC,Y_GE15,T,TR63,14.1,14.8,11.7,10.5,9.0,10.8,15.3,16.3,14.4,11.5,14.1,18.1
956,PC,Y_GE15,T,TR71,8.1,14.2,9.0,7.0,6.2,5.5,7.6,9.9,13.4,11.3,10.8,13.1
957,PC,Y_GE15,T,TR72,10.1,11.2,12.3,9.8,7.3,8.4,9.5,9.7,8.3,11.7,13.0,14.3
958,PC,Y_GE15,T,TR81,5.9,6.7,10.2,6.9,6.5,6.2,6.0,6.9,8.7,7.2,8.1,9.5
959,PC,Y_GE15,T,TR82,4.9,8.4,7.5,5.3,4.5,5.6,6.5,6.8,5.7,4.5,5.1,7.5
960,PC,Y_GE15,T,TR83,6.3,6.0,6.0,4.7,4.9,5.5,6.2,6.6,7.9,6.7,6.4,8.3
961,PC,Y_GE15,T,TR90,4.3,4.2,4.8,5.3,5.2,6.0,6.2,4.8,4.5,3.5,6.1,9.8
962,PC,Y_GE15,T,TRA1,5.2,6.3,5.5,5.6,5.5,6.1,7.3,6.0,4.9,5.3,7.4,11.2
963,PC,Y_GE15,T,TRA2,4.8,7.5,8.7,9.1,6.3,5.6,3.3,3.9,4.8,5.5,5.3,9.5
964,PC,Y_GE15,T,TRB1,12.3,14.8,10.6,7.8,5.8,5.7,7.5,7.9,8.8,6.8,8.0,9.8
965,PC,Y_GE15,T,TRB2,12.6,14.6,15.5,11.0,7.5,9.2,13.4,9.7,9.1,12.6,21.6,25.7
966,PC,Y_GE15,T,TRC1,15.0,14.3,11.4,13.2,10.6,6.2,8.1,9.7,13.9,14.3,12.3,15.1
967,PC,Y_GE15,T,TRC2,12.8,16.7,11.1,6.8,6.0,16.0,17.5,17.4,17.2,13.8,18.6,23.2
968,PC,Y_GE15,T,TRC3,15.8,13.8,10.4,10.3,18.8,19.4,24.0,24.4,28.1,26.9,24.8,30.8
969,PC,Y_GE15,T,UKC1,7.8,8.3,9.1,11.8,11.5,10.9,9.8,8.5,6.9,5.2,4.4,5.6
970,PC,Y_GE15,T,UKC2,7.2,9.8,9.6,9.8,9.0,9.2,8.3,7.7,7.1,5.8,5.2,5.6
971,PC,Y_GE15,T,UKD1,3.1,6.4,6.5,7.0,6.3,5.1,5.0,4.2,3.7,3.4,1.9,2.0
972,PC,Y_GE15,T,UKD3,7.6,9.5,8.7,9.7,10.1,9.4,7.9,6.5,6.1,4.0,4.2,5.1
973,PC,Y_GE15,T,UKD4,5.4,7.2,5.9,6.8,7.8,7.2,6.5,4.5,4.4,4.2,4.8,3.7
974,PC,Y_GE15,T,UKD6,5.0,6.0,6.1,5.7,5.9,5.2,3.4,3.5,3.2,3.1,3.2,3.2
975,PC,Y_GE15,T,UKD7,8.5,9.6,10.5,10.0,9.7,8.9,7.4,5.8,4.9,5.2,4.0,3.8
976,PC,Y_GE15,T,UKE1,5.1,9.4,9.4,8.9,9.7,8.4,8.0,6.4,5.5,4.6,5.6,4.6
977,PC,Y_GE15,T,UKE2,2.8,5.4,6.7,6.5,5.0,4.4,4.5,3.1,2.9,4.1,3.2,2.7
978,PC,Y_GE15,T,UKE3,8.1,9.6,9.4,10.6,10.4,10.5,8.8,7.4,7.1,5.6,5.0,5.1
979,PC,Y_GE15,T,UKE4,6.4,8.6,9.7,9.7,9.4,9.3,6.7,6.6,5.8,4.8,4.7,4.6
980,PC,Y_GE15,T,UKF1,5.2,7.2,8.8,8.8,8.3,7.2,6.1,4.8,4.5,3.6,4.4,3.9
981,PC,Y_GE15,T,UKF2,6.0,7.3,7.2,7.5,7.0,7.8,5.3,4.4,4.5,4.6,4.2,4.2
982,PC,Y_GE15,T,UKF3,6.2,6.3,4.9,6.5,8.5,6.4,4.6,4.5,4.3,3.7,4.2,3.6
983,PC,Y_GE15,T,UKG1,4.3,6.4,6.3,6.1,4.9,5.1,4.4,3.2,3.7,2.9,3.0,2.9
984,PC,Y_GE15,T,UKG2,4.4,7.1,7.7,7.9,6.7,6.2,5.3,4.6,4.2,4.9,3.7,3.3
985,PC,Y_GE15,T,UKG3,9.3,13.0,11.1,11.3,11.7,13.0,9.7,7.9,7.5,7.2,6.5,5.9
986,PC,Y_GE15,T,UKH1,4.5,5.9,6.6,6.3,6.4,6.2,5.0,4.3,3.8,3.9,3.5,2.9
987,PC,Y_GE15,T,UKH2,4.7,5.9,6.0,6.7,6.3,5.6,4.3,3.8,4.1,3.7,2.9,2.7
988,PC,Y_GE15,T,UKH3,5.1,6.9,7.0,6.8,7.4,6.3,6.2,4.3,3.8,4.2,2.8,3.2
989,PC,Y_GE15,T,UKI1,8.0,9.5,,,,,,,,,,
990,PC,Y_GE15,T,UKI2,6.6,8.6,,,,,,,,,,
991,PC,Y_GE15,T,UKI3,,,8.1,7.7,6.8,6.8,6.2,5.4,4.7,5.6,5.1,3.8
992,PC,Y_GE15,T,UKI4,,,10.9,12.0,10.7,9.8,7.8,7.2,7.2,5.3,4.3,4.0
993,PC,Y_GE15,T,UKI5,,,10.0,11.1,9.5,9.5,7.4,7.5,5.5,5.6,4.6,4.4
994,PC,Y_GE15,T,UKI6,,,7.1,8.2,7.3,7.4,5.9,4.6,4.2,4.9,4.7,4.1
995,PC,Y_GE15,T,UKI7,,,8.6,8.5,9.2,8.4,6.2,5.5,5.0,4.9,4.8,5.1
996,PC,Y_GE15,T,UKJ1,4.1,5.4,5.8,5.2,5.7,5.2,4.2,3.5,2.7,2.9,3.0,2.8
997,PC,Y_GE15,T,UKJ2,4.4,5.6,5.1,5.3,5.9,5.5,4.6,3.7,3.5,3.2,3.6,2.6
998,PC,Y_GE15,T,UKJ3,3.5,5.2,6.3,6.0,6.3,5.7,4.2,4.1,3.7,3.1,2.7,3.2
999,PC,Y_GE15,T,UKJ4,5.3,7.3,7.7,8.2,8.0,7.6,5.7,5.3,4.5,3.7,4.3,3.9
1000,PC,Y_GE15,T,UKK1,3.7,5.7,5.4,6.5,6.1,6.2,4.8,3.9,3.6,3.9,2.9,2.7
1001,PC,Y_GE15,T,UKK2,4.1,6.5,5.4,6.0,5.1,5.4,4.5,3.9,4.3,2.8,3.1,2.1
1002,PC,Y_GE15,T,UKK3,5.7,5.1,8.1,6.2,5.5,5.6,3.8,4.5,3.7,2.4,2.6,2.1
1003,PC,Y_GE15,T,UKK4,3.8,7.1,6.5,6.5,5.8,7.0,5.0,3.7,3.5,4.0,3.3,3.0
1004,PC,Y_GE15,T,UKL1,6.1,8.9,9.2,9.9,9.2,7.8,6.9,6.5,4.9,4.6,4.9,4.0
1005,PC,Y_GE15,T,UKL2,5.6,6.7,7.8,6.5,7.6,7.4,6.1,4.8,3.6,4.3,2.7,3.2
1006,PC,Y_GE15,T,UKM2,4.8,7.6,7.8,7.4,7.6,,,,,,,
1007,PC,Y_GE15,T,UKM3,5.4,7.5,10.1,9.6,9.2,,,,,,,
1008,PC,Y_GE15,T,UKM5,3.0,3.6,3.6,4.6,4.7,4.7,4.0,3.2,5.1,4.2,3.5,3.2
1009,PC,Y_GE15,T,UKM6,2.0,4.3,7.0,6.9,8.1,4.4,3.9,2.8,3.5,2.6,2.2,
1010,PC,Y_GE15,T,UKM7,,,,,,7.5,5.8,6.0,4.8,3.7,3.6,3.4
1011,PC,Y_GE15,T,UKM8,,,,,,8.1,7.8,7.0,5.3,4.7,5.1,4.5
1012,PC,Y_GE15,T,UKM9,,,,,,7.8,5.3,6.0,6.2,4.7,3.2,3.1
1013,PC,Y_GE15,T,UKN0,4.4,6.4,7.1,7.2,7.4,7.5,6.4,6.1,5.7,4.5,3.6,2.7
